,premise,hypothesis,label
3913,તે મહત્વપૂર્ણ છે અને અમે આશા રાખીએ છીએ કે તમે આ વર્ષે પર્સ્યુટ ઑફ એક્સેલન્સ ફંડમાં નોંધપાત્ર યોગદાન આપશો.,અમે તમને જાણવા માગીએ છીએ કે આ વર્ષે પર્સ્યુટ ઑફ એક્સેલન્સ માટે દાનની કેટલી આવશ્યકતા છે.,0
3914,તે મહત્વપૂર્ણ છે અને અમે આશા રાખીએ છીએ કે તમે આ વર્ષે પર્સ્યુટ ઑફ એક્સેલન્સ ફંડમાં નોંધપાત્ર યોગદાન આપશો.,તમારા યોગદાન વિના પર્સ્યુટ ઑફ એક્સેલન્સ ફંડ હવે અસ્તિત્વમાં રહેશે નહીં.,1
3915,"જેમ જેમ અમે સ્વતંત્ર બનીએ છીએ, કૃપા કરીને અમને તમારી ડિગ્રીના તફાવતને મજબૂત કરવામાં સહાય કરો.",આપણે બીજા પર નિર્ભર બની રહ્યા છીએ.,2
3916,"જેમ જેમ અમે સ્વતંત્ર બનીએ છીએ, કૃપા કરીને અમને તમારી ડિગ્રીના તફાવતને મજબૂત કરવામાં સહાય કરો.",અમે આશા રાખીએ છીએ કે તમે અમને મદદ કરશો કારણ કે અમે સ્વતંત્ર બનીશું.,0
3917,"જેમ જેમ અમે સ્વતંત્ર બનીએ છીએ, કૃપા કરીને અમને તમારી ડિગ્રીના તફાવતને મજબૂત કરવામાં સહાય કરો.",તમે મોલેક્યુલર બાયોલોજીમાં ડિગ્રી મેળવી છે.,1
3918,તાજેતરના લૌ હેરિસ પોલ દર્શાવે છે કે આજની 66% થી વધુ મહિલા બિઝનેસ લીડર ગર્લ સ્કાઉટ બેકગ્રાઉન્ડ ધરાવે છે.,માત્ર 10% મહિલા બિઝનેસ લીડર સ્કાઉટ્સમાં છે.,2
3919,તાજેતરના લૌ હેરિસ પોલ દર્શાવે છે કે આજની 66% થી વધુ મહિલા બિઝનેસ લીડર ગર્લ સ્કાઉટ બેકગ્રાઉન્ડ ધરાવે છે.,બે તૃતીયાંશ મહિલા બિઝનેસ લીડર ગર્લ સ્કાઉટ્સ છે.,0
3920,તાજેતરના લૌ હેરિસ પોલ દર્શાવે છે કે આજની 66% થી વધુ મહિલા બિઝનેસ લીડર ગર્લ સ્કાઉટ બેકગ્રાઉન્ડ ધરાવે છે.,બે તૃતીયાંશ મહિલા બિઝનેસ લીડર્સ ઓછામાં ઓછા પાંચ વર્ષ માટે ગર્લ સ્કાઉટ્સ હતી.,1
3921,"તમે, અન્ય સંભાળ રાખનારા સભ્યો સાથે, અમારા રાજ્યના ગૌરવપૂર્ણ વારસાને જાળવવા અને પ્રોત્સાહન આપવાના પ્રયાસમાં મદદ કરશો.",રાજ્ય માટે મદદની જરૂર છે.,0
3922,"તમે, અન્ય સંભાળ રાખનારા સભ્યો સાથે, અમારા રાજ્યના ગૌરવપૂર્ણ વારસાને જાળવવા અને પ્રોત્સાહન આપવાના પ્રયાસમાં મદદ કરશો.",રાજ્ય કોઈની મદદ વિના સારું કરી રહ્યું છે.,2
3923,"તમે, અન્ય સંભાળ રાખનારા સભ્યો સાથે, અમારા રાજ્યના ગૌરવપૂર્ણ વારસાને જાળવવા અને પ્રોત્સાહન આપવાના પ્રયાસમાં મદદ કરશો.",રાજ્યને વારસાને ટેકો આપવા માટે દરેક વ્યક્તિએ $20 નું દાન કરવાની જરૂર છે.,1
3924,તમારી સદસ્યતા તમને અમારા સભ્યોની માત્ર પ્રવૃત્તિઓ તેમજ તમામ સત્તાવાર સંમેલન સત્રોમાં સંપૂર્ણ ઓળખપત્રો પ્રદાન કરશે.,જો તમે સદસ્યતા ફી ચૂકવશો તો તમે અમારી માત્ર-સભ્ય ઇવેન્ટ્સમાં જશો.,0
3925,તમારી સદસ્યતા તમને અમારા સભ્યોની માત્ર પ્રવૃત્તિઓ તેમજ તમામ સત્તાવાર સંમેલન સત્રોમાં સંપૂર્ણ ઓળખપત્રો પ્રદાન કરશે.,તમે દ્વિ-સાપ્તાહિક આયોજિત થનારી માત્ર સભ્યોની ઇવેન્ટમાં જશો.,1
3926,તમારી સદસ્યતા તમને અમારા સભ્યોની માત્ર પ્રવૃત્તિઓ તેમજ તમામ સત્તાવાર સંમેલન સત્રોમાં સંપૂર્ણ ઓળખપત્રો પ્રદાન કરશે.,તમારે હજુ પણ તમામ ઇવેન્ટ્સમાં પ્રવેશવા માટે ચૂકવણી કરવી પડશે.,2
3927,"આ વર્ષનું ભૂતપૂર્વ વિદ્યાર્થીઓનું ભોજન 23 ઓક્ટોબર, 1991 ના રોજ નેશવિલ, ટેનેસીમાં AMRA વાર્ષિક સભા દરમિયાન સુનિશ્ચિત થયેલ છે.",AMRA વાર્ષિક સભા દર વર્ષે નેશવિલમાં હોય છે.,1
3928,"આ વર્ષનું ભૂતપૂર્વ વિદ્યાર્થીઓનું ભોજન 23 ઓક્ટોબર, 1991 ના રોજ નેશવિલ, ટેનેસીમાં AMRA વાર્ષિક સભા દરમિયાન સુનિશ્ચિત થયેલ છે.",AMRA વાર્ષિક સભા 1991માં નેશવિલમાં હતી.,0
3929,"આ વર્ષનું ભૂતપૂર્વ વિદ્યાર્થીઓનું ભોજન 23 ઓક્ટોબર, 1991 ના રોજ નેશવિલ, ટેનેસીમાં AMRA વાર્ષિક સભા દરમિયાન સુનિશ્ચિત થયેલ છે.",AMRA વાર્ષિક સભા 1991માં ટેક્સાસમાં હતી.,2
3930,વરિષ્ઠ પડકાર શું છે?,વરિષ્ઠો માટે પડકાર છે.,0
3931,વરિષ્ઠ પડકાર શું છે?,અમે વરિષ્ઠોને દરરોજ એક માઈલ ચાલવા માટે પડકાર આપીએ છીએ.,1
3932,વરિષ્ઠ પડકાર શું છે?,અમારી પાસે વરિષ્ઠ લોકો માટે કોઈ કાર્યક્રમ નથી.,2
3933,"તમારો માનવીય સમાજ પ્રાણીઓ અને તેમના લોકો માટે માત્ર અસરકારક સામુદાયિક સામાજિક સેવાઓ જ પ્રદાન કરે છે, પરંતુ નાશુઆ શહેર માટે પાઉન્ડ તરીકે પણ સેવા આપે છે.",માનવીય સમાજ વર્ષમાં 1000 પ્રાણીઓની સંભાળ રાખે છે.,1
3934,"તમારો માનવીય સમાજ પ્રાણીઓ અને તેમના લોકો માટે માત્ર અસરકારક સામુદાયિક સામાજિક સેવાઓ જ પ્રદાન કરે છે, પરંતુ નાશુઆ શહેર માટે પાઉન્ડ તરીકે પણ સેવા આપે છે.",માનવીય સમાજ પ્રાણીઓ સાથે બિલકુલ કામ કરતો નથી.,2
3935,"તમારો માનવીય સમાજ પ્રાણીઓ અને તેમના લોકો માટે માત્ર અસરકારક સામુદાયિક સામાજિક સેવાઓ જ પ્રદાન કરે છે, પરંતુ નાશુઆ શહેર માટે પાઉન્ડ તરીકે પણ સેવા આપે છે.",માનવીય સમાજ એ નશુઆનું પ્રાણી આશ્રયસ્થાન છે.,0
3936,હાથીઓના શરીરરચના બંધારણની મુશ્કેલીઓએ ઘરેલું પ્રાણીઓની સામાન્ય પ્રક્રિયાને અત્યંત સમસ્યારૂપ બનાવી છે.,હાથીઓ અન્ય પ્રાણીઓની જેમ જ છે.,2
3937,હાથીઓના શરીરરચના બંધારણની મુશ્કેલીઓએ ઘરેલું પ્રાણીઓની સામાન્ય પ્રક્રિયાને અત્યંત સમસ્યારૂપ બનાવી છે.,હાથીઓ પર કામ કરવું મુશ્કેલ છે કારણ કે તેમનું વજન અન્ય પ્રાણીઓ કરતાં ઘણું વધારે છે.,1
3938,હાથીઓના શરીરરચના બંધારણની મુશ્કેલીઓએ ઘરેલું પ્રાણીઓની સામાન્ય પ્રક્રિયાને અત્યંત સમસ્યારૂપ બનાવી છે.,હાથીઓ પર કામ કરવું મુશ્કેલ છે.,0
3939,"અમને જે જોઈએ છે તે બધું અમારી પાસે ન હોઈ શકે અથવા અમે અન્ય લોકો પાસે જોયું હશે, પરંતુ તેણીએ ખાતરી કરી કે અમારી પાસે જરૂરી વસ્તુઓ છે જેની અમને જરૂર છે.",અમારી પાસે તે બધું હતું જેનું આપણે સ્વપ્ન પણ જોઈ શકીએ છીએ.,2
3940,"અમને જે જોઈએ છે તે બધું અમારી પાસે ન હોઈ શકે અથવા અમે અન્ય લોકો પાસે જોયું હશે, પરંતુ તેણીએ ખાતરી કરી કે અમારી પાસે જરૂરી વસ્તુઓ છે જેની અમને જરૂર છે.",અમારી પાસે ખરેખર જરૂરી બધું હતું.,0
3941,"અમને જે જોઈએ છે તે બધું અમારી પાસે ન હોઈ શકે અથવા અમે અન્ય લોકો પાસે જોયું હશે, પરંતુ તેણીએ ખાતરી કરી કે અમારી પાસે જરૂરી વસ્તુઓ છે જેની અમને જરૂર છે.","અમારી પાસે ખોરાક અને આશ્રય હતો, પરંતુ બીજું કંઈ નથી, ખરેખર.",1
3942,હું 17 વર્ષથી IRT સાથે જોડાયેલું છું.,મને IRT સાથે કોઈ લેવાદેવા નથી.,2
3943,હું 17 વર્ષથી IRT સાથે જોડાયેલું છું.,મેં એક દાયકાથી વધુ સમયથી IRT માટે ભંડોળ એકત્ર કરવા પર કામ કર્યું છે.,1
3944,હું 17 વર્ષથી IRT સાથે જોડાયેલું છું.,મેં લાંબા સમયથી IRT સાથે કામ કર્યું છે.,0
3945,આઇએમએ દ્વારા કલા અને એમ્પના વિકાસ અંગે શહેરના પ્રતિનિધિઓ અને અન્ય નાગરિક અને સામુદાયિક સંસ્થાઓ સાથે સંવાદ,IMA દરરોજ સ્વતંત્ર રીતે કામ કરે છે.,2
3946,આઇએમએ દ્વારા કલા અને એમ્પના વિકાસ અંગે શહેરના પ્રતિનિધિઓ અને અન્ય નાગરિક અને સામુદાયિક સંસ્થાઓ સાથે સંવાદ,IMA અન્ય સંસ્થાઓ સાથે કામ કરે છે કારણ કે તે બધા ભંડોળ વહેંચવા પર આધાર રાખે છે.,1
3947,આઇએમએ દ્વારા કલા અને એમ્પના વિકાસ અંગે શહેરના પ્રતિનિધિઓ અને અન્ય નાગરિક અને સામુદાયિક સંસ્થાઓ સાથે સંવાદ,IMA આ વિસ્તારની અન્ય સંસ્થાઓ સાથે કામ કરે છે.,0
3948,"સંખ્યાઓ પ્રભાવશાળી હોવા છતાં, શિષ્યવૃત્તિ ઘણીવાર નાણાકીય જરૂરિયાતવાળા ટોચના વિદ્યાર્થીઓની ભરતીમાં મહત્વપૂર્ણ હોય છે.",નાણાકીય જરૂરિયાતવાળા ટોચના વિદ્યાર્થીઓને શિષ્યવૃત્તિનો લાભ મળે છે.,0
3949,"સંખ્યાઓ પ્રભાવશાળી હોવા છતાં, શિષ્યવૃત્તિ ઘણીવાર નાણાકીય જરૂરિયાતવાળા ટોચના વિદ્યાર્થીઓની ભરતીમાં મહત્વપૂર્ણ હોય છે.",ટોચના 50 વિદ્યાર્થીઓ માટે 50 શિષ્યવૃત્તિ ઉપલબ્ધ છે.,1
3950,"સંખ્યાઓ પ્રભાવશાળી હોવા છતાં, શિષ્યવૃત્તિ ઘણીવાર નાણાકીય જરૂરિયાતવાળા ટોચના વિદ્યાર્થીઓની ભરતીમાં મહત્વપૂર્ણ હોય છે.",અમે વિદ્યાર્થીઓને શિષ્યવૃત્તિ અથવા નાણાકીય સહાય આપતા નથી.,2
3951,"મારી અંતર્જ્ઞાન, અલબત્ત, એક ખૂબ જ ચોક્કસ આધાર ધરાવે છે-તમે એવી વ્યક્તિ છો જે કાળજી લે છે, જે તમારા પરગણાને તમારા વાર્ષિક સ્ટેવાર્ડશિપ દાન દ્વારા દર્શાવવામાં આવ્યું છે.",હું કહી શકું છું કે તમે સાચા આંચકા છો.,2
3952,"મારી અંતર્જ્ઞાન, અલબત્ત, એક ખૂબ જ ચોક્કસ આધાર ધરાવે છે-તમે એવી વ્યક્તિ છો જે કાળજી લે છે, જે તમારા પરગણાને તમારા વાર્ષિક સ્ટેવાર્ડશિપ દાન દ્વારા દર્શાવવામાં આવ્યું છે.","મને લાગે છે કે તમે સંભાળ રાખનાર, સરસ વ્યક્તિ છો.",0
3953,"મારી અંતર્જ્ઞાન, અલબત્ત, એક ખૂબ જ ચોક્કસ આધાર ધરાવે છે-તમે એવી વ્યક્તિ છો જે કાળજી લે છે, જે તમારા પરગણાને તમારા વાર્ષિક સ્ટેવાર્ડશિપ દાન દ્વારા દર્શાવવામાં આવ્યું છે.",તમારું $2000 નું દાન દર્શાવે છે કે તમે એક સરસ વ્યક્તિ છો.,1
3954,અને તે હંમેશા અમારા માટે હતી,તેણીએ અમને જરૂરી બધા પૈસા આપ્યા.,1
3955,અને તે હંમેશા અમારા માટે હતી,તેણીએ અમને ક્યારેય કોઈ બાબતમાં ટેકો આપ્યો નથી!,2
3956,અને તે હંમેશા અમારા માટે હતી,તેણી એક સારો આધાર હતો.,0
3957,"મારું સપનું છે કે દરેક અમેરિકન ઓલિમ્પિક પરિવારનો હિસ્સો બને, તેથી તમે જે કરી શકો તે આપો.",હું માનું છું કે તમામ અમેરિકનો કુદરતી રીતે જન્મેલા એથ્લેટ છે.,1
3958,"મારું સપનું છે કે દરેક અમેરિકન ઓલિમ્પિક પરિવારનો હિસ્સો બને, તેથી તમે જે કરી શકો તે આપો.",હું માત્ર અમેરિકન મહિલાઓને ઓલિમ્પિયન બનતી જોવા માંગુ છું.,2
3959,"મારું સપનું છે કે દરેક અમેરિકન ઓલિમ્પિક પરિવારનો હિસ્સો બને, તેથી તમે જે કરી શકો તે આપો.",હું અમેરિકનોને ઓલિમ્પિક પરિવારમાં જોડાતા જોવા માંગુ છું.,0
3960,"આ ખુલ્લી બેઠકો -- વોશિંગ્ટન, કોલોરાડો અને નોર્થ ડાકોટા -- લાંબા ગાળાના ડેમોક્રેટ એલન ડિક્સનની હકાલપટ્ટી સાથે જોડીને જીતવાની અમારી તકોમાં ઘણો વધારો કર્યો છે.",એલન ડિક્સન ડેમોક્રેટ રાજકારણી છે.,0
3961,"આ ખુલ્લી બેઠકો -- વોશિંગ્ટન, કોલોરાડો અને નોર્થ ડાકોટા -- લાંબા ગાળાના ડેમોક્રેટ એલન ડિક્સનની હકાલપટ્ટી સાથે જોડીને જીતવાની અમારી તકોમાં ઘણો વધારો કર્યો છે.",એલન ડિક્સન એક સખત રિપબ્લિકન છે.,2
3962,"આ ખુલ્લી બેઠકો -- વોશિંગ્ટન, કોલોરાડો અને નોર્થ ડાકોટા -- લાંબા ગાળાના ડેમોક્રેટ એલન ડિક્સનની હકાલપટ્ટી સાથે જોડીને જીતવાની અમારી તકોમાં ઘણો વધારો કર્યો છે.",એલન ડિક્સન રાજ્યના સેનેટર હતા.,1
3963,1990માં પ્રોગ્રામે એલ્ટન ટી. રિડલી ડિસ્ટિંગ્વિશ્ડ સર્વિસ એવોર્ડની સ્થાપના કરી.,આ એવોર્ડ 2002 સુધી શરૂ થયો ન હતો.,2
3964,1990માં પ્રોગ્રામે એલ્ટન ટી. રિડલી ડિસ્ટિંગ્વિશ્ડ સર્વિસ એવોર્ડની સ્થાપના કરી.,તેઓએ 1990 માં એવોર્ડ શરૂ કર્યો કારણ કે તેમને મોટી ગ્રાન્ટ મળી હતી.,1
3965,1990માં પ્રોગ્રામે એલ્ટન ટી. રિડલી ડિસ્ટિંગ્વિશ્ડ સર્વિસ એવોર્ડની સ્થાપના કરી.,તેઓએ 1990માં એવોર્ડની શરૂઆત કરી હતી.,0
3966,"વધુમાં, ઇન્ડિયાનાના રહેવાસીઓ ઇન્ડિયાના ટેક્સ ક્રેડિટ દ્વારા કર લાભો મેળવી શકે છે જે રાજ્યના ટેક્સ રિટર્નની નીચેની લાઇનની સામે સીધી રીતે લાગુ કરવામાં આવે છે.",ઇન્ડિયાના ટેક્સ ક્રેડિટ ઓફર કરતી નથી.,2
3967,"વધુમાં, ઇન્ડિયાનાના રહેવાસીઓ ઇન્ડિયાના ટેક્સ ક્રેડિટ દ્વારા કર લાભો મેળવી શકે છે જે રાજ્યના ટેક્સ રિટર્નની નીચેની લાઇનની સામે સીધી રીતે લાગુ કરવામાં આવે છે.",ઇન્ડિયાનાના રહેવાસીઓ થિયેટરમાં દાન કરે તો તેમને 50% ટેક્સ ક્રેડિટ મળે છે.,1
3968,"વધુમાં, ઇન્ડિયાનાના રહેવાસીઓ ઇન્ડિયાના ટેક્સ ક્રેડિટ દ્વારા કર લાભો મેળવી શકે છે જે રાજ્યના ટેક્સ રિટર્નની નીચેની લાઇનની સામે સીધી રીતે લાગુ કરવામાં આવે છે.",ઇન્ડિયાનાના રહેવાસીઓને ઇન્ડિયાના રાજ્યમાંથી કર લાભો મળે છે.,0
3969,"એક શો પછી, એક યુવાન યુગલ હેલો કહેવા સ્ટેજ પર આવ્યું.",શોમાં એક યુવાન દંપતી હાજર હતું.,0
3970,"એક શો પછી, એક યુવાન યુગલ હેલો કહેવા સ્ટેજ પર આવ્યું.",એક યુવાન દંપતિ તેમના પ્રથમ પ્રદર્શનમાં ગયો.,1
3971,"એક શો પછી, એક યુવાન યુગલ હેલો કહેવા સ્ટેજ પર આવ્યું.",શોમાં કોઈ પણ વ્યક્તિ 80 વર્ષથી ઓછી ઉંમરના નહોતા.,2
3972,અમે તમામ સ્નાતકોને $1000 ની ભેટ માટે કહી રહ્યા છીએ.,અમે સ્નાતકો પાસેથી ભંડોળ ઊભું કરીએ છીએ.,0
3973,અમે તમામ સ્નાતકોને $1000 ની ભેટ માટે કહી રહ્યા છીએ.,"અમે અમારા $100,000ના ધ્યેયને પૂર્ણ કરવા માટે ભંડોળ ઊભું કરી રહ્યા છીએ.",1
3974,અમે તમામ સ્નાતકોને $1000 ની ભેટ માટે કહી રહ્યા છીએ.,અમે ફક્ત વર્તમાન વિદ્યાર્થીઓને જ ટાર્ગેટ કરી રહ્યા છીએ.,2
3975,.. આપણો સમાજ સારો બનાવો.,આપણા સમાજને કોઈ મદદની જરૂર નથી.,2
3976,.. આપણો સમાજ સારો બનાવો.,કૃપા કરીને અમારા સમાજને સુધારવામાં મદદ કરો.,0
3977,.. આપણો સમાજ સારો બનાવો.,અમને આશા છે કે તમે અમારા સમાજને ગુનામુક્ત સ્થળ બનાવશો.,1
3978,"આ રીતે YMCA વ્યક્તિગત વિકાસને પ્રોત્સાહિત કરતા અને બધા માટે ભાવના, મન અને શરીરના સ્વાસ્થ્યનું નિર્માણ કરતા કાર્યક્રમો દ્વારા તેના ખ્રિસ્તી સિદ્ધાંતોને વ્યવહારમાં મૂકવાનો પ્રયાસ કરે છે.",YMCA પાસે 100 થી વધુ કાર્યક્રમો છે જે ખ્રિસ્તી સિદ્ધાંતોને પ્રોત્સાહન આપે છે.,1
3979,"આ રીતે YMCA વ્યક્તિગત વિકાસને પ્રોત્સાહિત કરતા અને બધા માટે ભાવના, મન અને શરીરના સ્વાસ્થ્યનું નિર્માણ કરતા કાર્યક્રમો દ્વારા તેના ખ્રિસ્તી સિદ્ધાંતોને વ્યવહારમાં મૂકવાનો પ્રયાસ કરે છે.",YMCA તેના કાર્યક્રમોમાં ચર્ચ ઓફ શેતાન દ્વારા અનુસરવામાં આવેલા સિદ્ધાંતોને જ પ્રોત્સાહન આપે છે.,2
3980,"આ રીતે YMCA વ્યક્તિગત વિકાસને પ્રોત્સાહિત કરતા અને બધા માટે ભાવના, મન અને શરીરના સ્વાસ્થ્યનું નિર્માણ કરતા કાર્યક્રમો દ્વારા તેના ખ્રિસ્તી સિદ્ધાંતોને વ્યવહારમાં મૂકવાનો પ્રયાસ કરે છે.",YMCA વિવિધ કાર્યક્રમો દ્વારા ખ્રિસ્તી સિદ્ધાંતોને પ્રોત્સાહન આપવાનો પ્રયત્ન કરે છે.,0
3981,"પરિણામે, હું જાણું છું કે તમે અન્ય લોકો પ્રત્યે દયાળુ અને સંભાળ રાખવા માટે વધારાની લંબાઈ પર જાઓ છો.",હું જાણું છું કે તમે તમારી આસપાસના લોકોનું ખૂબ ધ્યાન રાખો છો.,0
3982,"પરિણામે, હું જાણું છું કે તમે અન્ય લોકો પ્રત્યે દયાળુ અને સંભાળ રાખવા માટે વધારાની લંબાઈ પર જાઓ છો.",હું જાણું છું કે તમે લોકો વિશે બિલકુલ ધ્યાન આપતા નથી.,2
3983,"પરિણામે, હું જાણું છું કે તમે અન્ય લોકો પ્રત્યે દયાળુ અને સંભાળ રાખવા માટે વધારાની લંબાઈ પર જાઓ છો.",હું જાણું છું કે તમે તમારી આસપાસના ભૂખ્યા લોકોને ખવડાવવા માટે ઘણો ખર્ચ કરો છો.,1
3984,મિત્રો બે સ્તરે કાર્ય કરે છે - શહેરભરના મિત્રો અને શાખા મિત્રો - અને તમે એક અથવા બંને સ્તરે સક્રિય બની શકો છો.,મિત્રોનું સ્તર તમે કેટલું દાન કર્યું છે તેના પર આધાર રાખે છે.,1
3985,મિત્રો બે સ્તરે કાર્ય કરે છે - શહેરભરના મિત્રો અને શાખા મિત્રો - અને તમે એક અથવા બંને સ્તરે સક્રિય બની શકો છો.,મિત્રોના બે સ્તર છે.,0
3986,મિત્રો બે સ્તરે કાર્ય કરે છે - શહેરભરના મિત્રો અને શાખા મિત્રો - અને તમે એક અથવા બંને સ્તરે સક્રિય બની શકો છો.,"અમે મિત્રોના સ્તરને અલગ કરતા નથી, દરેક સમાન છે.",2
3987,"માનવ સંભાળમાં હાથીઓના લાંબા ગાળાના અસ્તિત્વ માટે, તેમજ જંગલી માટે આ અત્યંત મહત્વપૂર્ણ છે.",જો તમે અમને પૈસા આપો તો અમે આફ્રિકાના તમામ હાથીઓનું રક્ષણ કરી શકીશું.,1
3988,"માનવ સંભાળમાં હાથીઓના લાંબા ગાળાના અસ્તિત્વ માટે, તેમજ જંગલી માટે આ અત્યંત મહત્વપૂર્ણ છે.",હાથીઓને મદદ કરવા માટે કંઈ કરી શકાય તેવું નથી.,2
3989,"માનવ સંભાળમાં હાથીઓના લાંબા ગાળાના અસ્તિત્વ માટે, તેમજ જંગલી માટે આ અત્યંત મહત્વપૂર્ણ છે.",આ દરેક જગ્યાએ હાથીઓને મદદ કરશે.,0
3990,કૃપા કરીને હમણાં આપો જેથી અમે તમને અને તમારા મિત્રો અને પડોશીઓને પાછા આપવાનું ચાલુ રાખી શકીએ.,જો તમે અત્યારે દાન કરશો તો તે અમને ઘણી મદદ કરશે.,0
3991,કૃપા કરીને હમણાં આપો જેથી અમે તમને અને તમારા મિત્રો અને પડોશીઓને પાછા આપવાનું ચાલુ રાખી શકીએ.,અમને વધુ દાનની જરૂર નથી.,2
3992,કૃપા કરીને હમણાં આપો જેથી અમે તમને અને તમારા મિત્રો અને પડોશીઓને પાછા આપવાનું ચાલુ રાખી શકીએ.,જો તમે હમણાં અમને $1000 આપો તો અમે ભંડોળ ઊભું કરવાનું બંધ કરીશું.,1
3993,1991ની શરૂઆત ઇન્ડિયાના યુનિવર્સિટીમાં વિદ્યાર્થી દિવસોની યાદોને તાજી કરે છે.,ભયંકર હવામાનને કારણે 1991ની શરૂઆત રદ કરવામાં આવી હતી.,2
3994,1991ની શરૂઆત ઇન્ડિયાના યુનિવર્સિટીમાં વિદ્યાર્થી દિવસોની યાદોને તાજી કરે છે.,સ્નાતક થયેલા વિદ્યાર્થીઓ ઇન્ડિયાના યુનિવર્સિટીના વિદ્યાર્થીઓ તરીકે તેમનો માર્ગ યાદ રાખે છે.,0
3995,1991ની શરૂઆત ઇન્ડિયાના યુનિવર્સિટીમાં વિદ્યાર્થી દિવસોની યાદોને તાજી કરે છે.,1991ની શરૂઆત દરમિયાન ઘણા આંસુ વહાવ્યા હતા.,1
3996,તેણીનું નામ અમાલી છે જેનો અર્થ આશા છે - અને તે ચોક્કસપણે એવી આશાની અદ્ભુત પ્રતિનિધિ છે કે IZS એ પ્રાણી સંગ્રહાલય અને જંગલીમાં આફ્રિકન હાથીઓ માટે વધુ સંરક્ષણ પ્રયાસો કરવા પડશે.,IZS ઝેબ્રા મદદ પર ધ્યાન કેન્દ્રિત કરે છે.,2
3997,તેણીનું નામ અમાલી છે જેનો અર્થ આશા છે - અને તે ચોક્કસપણે એવી આશાની અદ્ભુત પ્રતિનિધિ છે કે IZS એ પ્રાણી સંગ્રહાલય અને જંગલીમાં આફ્રિકન હાથીઓ માટે વધુ સંરક્ષણ પ્રયાસો કરવા પડશે.,IZS આફ્રિકન હાથીઓને મદદ કરે છે.,0
3998,તેણીનું નામ અમાલી છે જેનો અર્થ આશા છે - અને તે ચોક્કસપણે એવી આશાની અદ્ભુત પ્રતિનિધિ છે કે IZS એ પ્રાણી સંગ્રહાલય અને જંગલીમાં આફ્રિકન હાથીઓ માટે વધુ સંરક્ષણ પ્રયાસો કરવા પડશે.,IZS શિકારીઓ પર કાર્યવાહી કરીને આફ્રિકન હાથીઓને મદદ કરે છે.,1
3999,પરંતુ એવા ઘણા લોકો છે જેમને હજુ પણ અમારી મદદની જરૂર છે.,"10,000 લોકોને હજુ પણ અમારી મદદની જરૂર છે.",1
4000,પરંતુ એવા ઘણા લોકો છે જેમને હજુ પણ અમારી મદદની જરૂર છે.,કોઈને અમારી મદદની જરૂર નથી.,2
4001,પરંતુ એવા ઘણા લોકો છે જેમને હજુ પણ અમારી મદદની જરૂર છે.,અમારી મદદની જરૂર ઘણા લોકોને છે.,0
4002,કૃપા કરીને પ્રાર્થનાપૂર્વક વિચાર કરો કે તમે કેટલું આપી શકો છો.,"હું જાણું છું કે તમે ધાર્મિક છો, તેથી કૃપા કરીને વિચારો કે ભગવાન દાનને કેવી રીતે ધ્યાનમાં લેશે.",1
4003,કૃપા કરીને પ્રાર્થનાપૂર્વક વિચાર કરો કે તમે કેટલું આપી શકો છો.,કૃપા કરીને અમને પૈસા આપવા વિશે વિચારશો નહીં.,2
4004,કૃપા કરીને પ્રાર્થનાપૂર્વક વિચાર કરો કે તમે કેટલું આપી શકો છો.,અમે આશા રાખીએ છીએ કે તમે કેટલું આપી શકો તે તમે કાળજીપૂર્વક ધ્યાનમાં લેશો.,0
4005,"અમે એવા નાટકો પર પણ ભાર મૂકીએ છીએ જે ઇતિહાસ, સાહિત્ય અને સામાજિક અભ્યાસના વિષયો સાથે સીધો સંબંધ ધરાવે છે.",અમે અન્ય વિષયોની સાથે ઐતિહાસિક નાટકો પર ધ્યાન કેન્દ્રિત કરીએ છીએ.,0
4006,"અમે એવા નાટકો પર પણ ભાર મૂકીએ છીએ જે ઇતિહાસ, સાહિત્ય અને સામાજિક અભ્યાસના વિષયો સાથે સીધો સંબંધ ધરાવે છે.",ભૂતકાળમાં અમે ત્રણ ઐતિહાસિક નાટકો કર્યા છે.,1
4007,"અમે એવા નાટકો પર પણ ભાર મૂકીએ છીએ જે ઇતિહાસ, સાહિત્ય અને સામાજિક અભ્યાસના વિષયો સાથે સીધો સંબંધ ધરાવે છે.",અમે એવા નાટકો ન કરવાનો પ્રયાસ કરીએ છીએ જે ઇતિહાસ કે સાહિત્યને જુએ છે.,2
4008,ઓમ્નિયા વિન્સિટ અમોર (જ્યાં સુધી તમે વીકલી સ્ટાન્ડર્ડ માટે કામ ન કરો ત્યાં સુધી): બ્રિટ હ્યુમ (ફોક્સ ન્યૂઝ સન્ડે) એ અનુમાન કરે છે કે લેવિન્સ્કી શા માટે ન હોઈ શકે તે હજુ પણ પ્રમુખ પર નિરાશાજનક ક્રશ છે.,બ્રિટ હ્યુમ ફોક્સના મુખ્ય રિપોર્ટર છે.,1
